City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Galveston,US,29.3669,-94.9669,51.96,71,0,3.44,clear sky
462,Morant Bay,JM,17.8815,-76.4093,78.42,82,8,0.94,clear sky
463,Falkensee,DE,52.5667,13.0833,44.11,85,100,20.36,overcast clouds
464,Haverfordwest,GB,51.8017,-4.9691,41.56,83,1,5.57,clear sky
465,Nuevo Progreso,MX,23.1667,-97.95,56.59,48,3,4.54,clear sky
466,Charters Towers,AU,-20.1,146.2667,100.76,26,99,3.6,overcast clouds
467,Palora,EC,-1.7,-77.9333,64.04,97,91,2.95,overcast clouds
468,Cortez,US,37.3489,-108.5859,37.42,80,0,9.22,clear sky
469,Xuddur,SO,4.1213,43.8894,68.56,85,28,13.42,scattered clouds
470,Atar,MR,20.5169,-13.0499,66.25,18,91,11.7,overcast clouds
471,Gat,IL,31.61,34.7642,45.39,100,5,5.41,clear sky
472,Oron,NG,4.8256,8.2343,78.1,83,100,2.89,overcast clouds
473,Madison,US,34.7334,-86.5667,34.52,91,100,1.01,overcast clouds
474,Axim,GH,4.8699,-2.2405,78.21,83,31,3.27,scattered clouds
475,Bogovarovo,RU,58.9785,47.0246,18.91,93,100,10.2,light snow
476,Lindi,TZ,-10.0,39.7167,73.27,95,100,3.11,light rain
477,Puno,PE,-15.8333,-70.0333,42.8,83,100,4.81,overcast clouds
478,Santa Maria Do Suacui,BR,-18.1903,-42.4142,67.26,96,100,1.19,overcast clouds
479,Turinsk,RU,58.0458,63.696,2.75,92,100,10.4,overcast clouds
480,Grants,US,35.1473,-107.8514,25.03,54,0,6.91,clear sky
481,Sola,VU,-13.8833,167.55,79.47,94,100,0.0,overcast clouds
482,Bosaso,SO,11.2842,49.1816,71.08,77,50,4.7,scattered clouds
483,Kyaikto,MM,17.3,97.0167,77.14,68,4,2.24,clear sky
484,Ostrovnoy,RU,68.0531,39.5131,27.73,87,100,16.51,overcast clouds
485,Luanda,AO,-8.8368,13.2343,75.2,83,20,4.61,few clouds
486,Kirkenaer,NO,60.4564,12.0582,31.44,48,44,16.37,scattered clouds
487,Tolentino,IT,43.2126,13.2901,44.82,72,0,4.32,clear sky
488,Maniitsoq,GL,65.4167,-52.9,13.62,87,100,13.82,light snow
489,Trincomalee,LK,8.5711,81.2335,80.49,74,99,14.07,overcast clouds
490,Pronsk,RU,54.1048,39.6092,18.21,92,79,15.01,broken clouds
491,Tigzirt,DZ,36.8886,4.1198,47.21,71,0,4.34,clear sky
492,Cap Malheureux,MU,-19.9842,57.6142,80.47,86,83,5.66,broken clouds
493,Lufilufi,WS,-13.8745,-171.5986,89.38,74,100,8.3,light rain
494,Businga,CD,3.3333,20.8833,68.34,94,94,2.04,overcast clouds
495,Jocon,HN,15.2833,-86.9667,61.5,99,83,1.63,broken clouds
496,Bartica,GY,6.4,-58.6167,75.52,99,56,2.13,light rain
497,Simbahan,PH,6.3032,120.5836,80.56,80,100,20.56,light rain
498,Kimbe,PG,-5.5502,150.1429,86.65,68,93,5.41,light rain
499,Naifaru,MV,5.4444,73.3657,82.65,72,37,19.35,scattered clouds
500,Treinta Y Tres,UY,-33.2333,-54.3833,73.69,88,84,6.69,broken clouds
501,Tuxpan,MX,19.55,-103.4,62.37,97,76,3.94,broken clouds
502,Auki,SB,-8.7676,160.7034,85.28,72,33,6.98,scattered clouds
503,Shwebo,MM,22.5667,95.7,67.91,68,0,6.4,clear sky
504,Wanganui,NZ,-39.9333,175.05,79.74,65,0,18.01,clear sky
505,Genhe,CN,50.7833,121.5167,-8.05,81,7,2.17,clear sky
506,Moundou,TD,8.5667,16.0833,69.01,24,99,5.01,overcast clouds
507,Bar Harbor,US,44.3876,-68.2039,29.01,68,40,1.01,scattered clouds
508,Margate,GB,51.3813,1.3862,39.31,87,14,3.0,few clouds
509,San Andres,CO,12.5847,-81.7006,80.62,74,40,6.91,scattered clouds
510,Cururupu,BR,-1.8283,-44.8683,73.47,96,48,1.95,scattered clouds
511,Vikulovo,RU,56.8167,70.6107,8.42,87,100,23.87,overcast clouds
512,Finschhafen,PG,-6.6024,147.8681,83.75,77,53,2.73,broken clouds
513,Padilla,CO,3.2204,-76.3139,72.97,91,98,2.35,overcast clouds
514,Goderich,CA,43.7501,-81.7165,19.04,73,70,6.91,broken clouds
515,Tazovskiy,RU,67.4667,78.7,10.63,94,100,17.72,overcast clouds
516,Bonthe,SL,7.5264,-12.505,78.21,85,45,1.9,scattered clouds
517,Sao Filipe,CV,14.8961,-24.4956,71.29,70,0,4.97,clear sky
518,Samarai,PG,-10.6167,150.6667,84.18,73,94,12.37,overcast clouds
519,Tambun,ID,-6.2641,107.0712,84.24,79,40,5.75,haze
520,Baykit,RU,61.67,96.37,-12.3,100,91,3.27,overcast clouds
521,Los Llanos De Aridane,ES,28.6585,-17.9182,65.12,66,20,11.01,haze
522,Skjervoy,NO,70.0311,20.9714,27.27,79,100,25.61,light snow
523,Ambilobe,MG,-13.2,49.05,75.65,93,100,1.92,overcast clouds
524,Kandrian,PG,-6.2167,149.55,87.87,63,83,6.8,light rain
525,Makakilo City,US,21.3469,-158.0858,77.32,63,0,5.75,clear sky
526,Medea,DZ,36.2642,2.7539,25.25,80,5,3.0,clear sky
527,Bani Walid,LY,31.7566,13.9942,50.92,75,88,12.1,overcast clouds
528,Ixtapa,MX,20.7,-105.2,74.23,88,40,0.0,scattered clouds
529,Bombay,IN,19.0144,72.8479,75.18,69,7,4.61,haze
530,Codo,BR,-4.4553,-43.8856,71.96,99,72,3.06,broken clouds
531,Balkhash,KZ,46.844,74.9804,32.61,86,75,11.18,light snow
532,Coihaique,CL,-45.5752,-72.0662,39.15,81,0,4.61,clear sky
533,Puri,IN,19.8,85.85,64.92,64,2,10.33,clear sky
534,Padang,ID,-0.9492,100.3543,86.05,69,23,2.35,few clouds
535,Kaduqli,SD,11.0167,29.7167,69.8,23,36,11.39,scattered clouds
536,Morro Bay,US,35.3658,-120.8499,62.2,68,76,3.53,broken clouds
537,La Palma,US,33.8464,-118.0467,70.03,66,75,1.99,broken clouds
538,Ligayan,PH,4.6533,119.4706,80.04,82,100,16.37,overcast clouds
539,Tateyama,JP,34.9833,139.8667,53.87,53,89,8.25,overcast clouds
540,Zelenogorskiy,RU,55.0333,87.0,36.12,95,100,8.43,overcast clouds
541,Chifeng,CN,42.2683,118.9636,14.95,34,0,13.73,clear sky
542,Denpasar,ID,-8.65,115.2167,82.76,75,99,1.03,overcast clouds
543,Valparaiso,CL,-33.0393,-71.6273,62.24,67,100,6.91,overcast clouds
544,Rocha,UY,-34.4833,-54.3333,73.31,94,71,8.19,broken clouds
545,Richards Bay,ZA,-28.783,32.0377,72.46,90,100,7.87,light rain
546,Markova,UA,48.6758,24.4138,25.21,77,96,8.12,overcast clouds
547,Abilene,US,32.4487,-99.7331,54.09,27,0,5.75,clear sky
548,Daru,PG,-9.0763,143.2092,82.72,80,100,5.88,overcast clouds
549,Sungairaya,ID,0.7,108.9,85.42,66,42,6.51,scattered clouds
550,Shubarshi,KZ,48.5872,57.1869,20.53,95,95,12.28,overcast clouds
551,Kysyl-Syr,RU,63.8986,122.7617,-37.12,99,67,2.15,broken clouds
552,Xianshuigu,CN,38.985,117.3828,37.4,20,0,11.18,clear sky
553,Sriperumbudur,IN,12.9689,79.9489,74.88,73,67,8.16,broken clouds
554,Ouadda,CF,8.0777,22.4007,68.43,27,43,5.12,scattered clouds
555,Birin,NP,26.8865,88.0718,52.03,57,52,2.59,broken clouds
556,Padre Bernardo,BR,-15.35,-48.5,68.67,81,93,1.28,overcast clouds
557,Sorong,ID,-0.8833,131.25,77.58,84,100,6.22,overcast clouds
558,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.92,85,14,13.49,few clouds
559,Black Forest,US,39.0131,-104.7008,38.37,50,0,1.01,clear sky
560,Lompoc,US,34.6391,-120.4579,62.56,74,100,0.0,overcast clouds
561,Sovetskaya Gavan,RU,48.9723,140.2878,19.53,83,100,12.24,overcast clouds
562,Grindavik,IS,63.8424,-22.4338,43.27,100,100,28.77,overcast clouds
563,Gunjur,GM,13.2019,-16.7339,71.67,94,0,6.91,clear sky
564,Vanavara,RU,60.34,102.2797,-8.73,99,24,3.78,few clouds
565,Porterville,US,36.0652,-119.0168,55.67,76,100,1.59,overcast clouds
566,Flin Flon,CA,54.7682,-101.865,-9.22,100,83,4.76,broken clouds
567,Laurel,US,39.0993,-76.8483,40.95,96,100,5.01,moderate rain
568,Serro,BR,-18.6047,-43.3794,65.05,96,99,1.32,overcast clouds
569,Lascahobas,HT,18.8294,-71.9364,73.04,78,24,2.51,few clouds
570,Krasnovishersk,RU,60.4078,57.082,-10.64,100,100,2.95,overcast clouds
571,Requena,ES,39.4883,-1.1004,34.72,57,1,3.2,clear sky
572,Santa Rosa,PH,14.3122,121.1114,86.11,56,77,17.25,broken clouds
573,Leningradskiy,RU,69.3833,178.4167,-25.92,95,22,4.52,few clouds
574,Mount Isa,AU,-20.7333,139.5,103.77,24,100,10.36,overcast clouds
575,Prince Rupert,CA,54.3161,-130.3201,44.69,93,100,8.05,light rain
576,North Bend,US,43.4065,-124.2243,44.85,98,22,3.33,few clouds
577,Mwanza,TZ,-2.5167,32.9,65.46,85,100,4.36,overcast clouds
578,Iskateley,RU,67.6803,53.1512,-1.1,97,100,11.52,overcast clouds
579,Ciudad Bolivar,VE,8.1222,-63.5497,76.23,82,8,11.65,clear sky
580,Yerbogachen,RU,61.2767,108.0108,-16.74,96,29,4.99,scattered clouds
581,Alta Floresta,BR,-9.8756,-56.0861,70.57,95,9,3.42,clear sky
582,Hami,CN,42.8,93.45,27.43,44,0,0.69,clear sky
583,Baturaja,ID,-4.1333,104.1667,84.18,71,78,3.31,broken clouds
584,Pochutla,MX,15.7432,-96.4661,76.05,82,1,3.53,clear sky
585,Zhicheng,CN,30.2956,111.5047,52.27,46,100,2.91,overcast clouds
586,Palmer,US,42.1584,-72.3287,27.95,66,100,1.01,overcast clouds
587,Gamba,GA,-2.65,10.0,74.73,91,87,2.21,light rain
588,Poronaysk,RU,49.2167,143.1167,22.71,83,70,12.26,broken clouds
589,Porto Nacional,BR,-10.7081,-48.4172,77.0,83,55,1.57,broken clouds
590,Fenoarivo,MG,-18.933,47.4354,66.27,100,75,2.3,light rain
591,Omboue,GA,-1.5746,9.2618,74.84,92,79,5.14,moderate rain
592,Matao,BR,-21.6033,-48.3658,67.23,90,86,0.31,overcast clouds
593,Fandriana,MG,-20.2333,47.3833,62.31,95,100,2.26,overcast clouds
594,Mukhen,RU,48.1,136.1,7.54,90,100,3.31,light snow
595,Sinnamary,GF,5.3833,-52.95,77.31,83,100,10.16,overcast clouds
596,Pozzallo,IT,36.7305,14.8499,51.21,69,0,6.29,clear sky
597,Harper,LR,4.375,-7.7169,78.06,86,10,5.55,clear sky
598,Lorengau,PG,-2.0226,147.2712,84.65,70,63,4.76,broken clouds
599,Berwick,US,41.0545,-76.2333,32.38,81,100,1.01,snow
600,Flinders,AU,-34.5833,150.8552,88.81,72,100,4.0,overcast clouds
601,Marrakesh,MA,31.6315,-8.0083,50.07,43,0,1.14,clear sky
602,Guanare,VE,9.0418,-69.7421,80.62,65,23,3.44,few clouds
603,Ngunguru,NZ,-35.6167,174.5,83.16,49,0,5.44,clear sky
604,Port-Cartier,CA,50.0334,-66.8654,7.02,86,92,7.2,overcast clouds
605,Vieux-Habitants,GP,16.0589,-61.7659,72.72,68,11,11.54,few clouds
606,San Policarpo,PH,12.1791,125.5072,79.93,72,49,17.54,scattered clouds
607,Wakkanai,JP,45.4094,141.6739,30.18,86,75,17.27,broken clouds
608,Araouane,ML,18.9048,-3.5265,54.36,25,57,12.62,broken clouds
609,Port Blair,IN,11.6667,92.75,81.93,61,97,13.65,overcast clouds
610,Sawakin,SD,19.1059,37.3321,68.67,59,74,10.78,broken clouds
611,San Pedro,PH,14.35,121.0167,85.35,53,20,4.61,few clouds
612,Codrington,AU,-38.2667,141.9667,66.51,56,92,15.77,overcast clouds
613,Vuktyl,RU,63.8567,57.3094,-8.21,100,91,3.42,overcast clouds
614,Semporna,MY,4.4818,118.6112,86.2,89,99,6.53,overcast clouds
615,Palana,RU,59.1167,159.9667,3.04,83,4,7.67,clear sky
616,Nsanje,MW,-16.92,35.262,70.68,98,100,2.73,overcast clouds
617,Visnes,NO,59.3556,5.2242,39.81,70,100,32.21,overcast clouds
618,Ende,ID,-8.8432,121.6623,84.87,72,100,1.48,overcast clouds
619,Turkistan,KZ,43.0,68.0,36.01,79,100,4.99,overcast clouds
620,Ouallam,NE,14.3188,2.0866,62.1,18,10,12.3,clear sky
621,Puerto Quijarro,BO,-17.7833,-57.7667,76.23,72,32,2.51,scattered clouds
622,Frontera,MX,26.9333,-101.45,60.33,19,76,3.0,broken clouds
623,Oxford,GB,51.7522,-1.256,37.99,94,2,3.44,clear sky
624,Bismarck,US,46.8083,-100.7837,28.87,94,0,0.0,clear sky
625,Dudinka,RU,69.4058,86.1778,10.76,87,99,20.22,overcast clouds
626,Broome,US,42.2506,-75.833,27.19,85,100,1.99,fog
627,Phrae,TH,18.0833,100.0,76.86,67,40,8.05,scattered clouds
628,Tumut,AU,-35.3,148.2167,76.39,62,100,5.21,light rain
629,Japaratuba,BR,-10.5933,-36.9403,79.88,83,55,4.38,broken clouds
630,Seoul,KR,37.5683,126.9778,31.57,37,0,5.75,clear sky
631,Pereira Barreto,BR,-20.6383,-51.1092,71.11,85,100,4.9,overcast clouds
632,Rio Grande,BR,-32.035,-52.0986,74.95,94,26,7.72,light rain
633,Uusikaupunki,FI,60.8004,21.4084,30.72,91,99,21.61,light snow
634,Temple,US,31.0982,-97.3428,49.15,45,0,8.05,clear sky
635,Robertsport,LR,6.7533,-11.3686,80.02,80,92,2.86,overcast clouds
636,Sibolga,ID,1.7427,98.7792,80.1,85,11,0.89,few clouds
637,Oranjemund,NA,-28.55,16.4333,66.31,92,0,8.19,clear sky
638,Auxerre,FR,47.8,3.5667,35.46,91,100,3.42,overcast clouds
639,Kathua,IN,32.3667,75.5167,51.66,73,100,1.95,overcast clouds
640,Rocky Mountain House,CA,52.3668,-114.9188,21.31,86,100,1.14,overcast clouds
641,Lincoln Village,US,39.9548,-83.1307,28.65,93,100,4.0,snow
642,Visby,SE,57.6409,18.296,35.82,80,100,28.77,overcast clouds
643,Chumikan,RU,54.7183,135.315,-1.25,73,100,2.17,overcast clouds
644,Lanzhou,CN,36.0564,103.7922,31.28,30,0,1.41,clear sky
645,Russell,US,32.3502,-85.1999,40.71,85,100,10.36,overcast clouds
646,Kosterevo,RU,55.9299,39.6144,19.54,92,97,11.95,overcast clouds
647,Maldonado,UY,-34.6667,-54.9167,73.22,91,66,7.61,broken clouds
648,Sayyan,YE,15.1718,44.3244,52.7,52,3,2.68,clear sky
649,Aras,ES,42.5617,-2.356,35.98,93,0,8.05,clear sky
650,Fez,MA,34.0372,-4.9998,44.85,65,0,4.61,clear sky
651,Jiuquan,CN,39.7432,98.5174,28.24,33,4,3.83,clear sky
652,Tautira,PF,-17.7333,-149.15,84.22,81,91,21.61,light rain
653,Hovd,MN,48.0056,91.6419,6.4,78,45,1.99,scattered clouds
654,Seltso,RU,53.3675,34.1,23.49,85,0,15.66,clear sky
655,Pringsewu,ID,-5.3582,104.9744,84.33,71,98,1.07,overcast clouds
656,Gambela,ET,8.25,34.5833,83.26,44,100,1.03,overcast clouds
657,Abrau-Dyurso,RU,44.69,37.59,31.48,68,98,7.02,overcast clouds
658,Ferme-Neuve,CA,46.7001,-75.4493,-4.22,89,56,2.48,broken clouds
659,Tevaitoa,PF,-16.7833,-151.5,79.88,79,100,11.41,moderate rain
660,Lake City,US,30.1897,-82.6393,51.55,70,0,17.27,clear sky
661,Derzhavinsk,KZ,51.1,66.3167,13.08,92,86,21.68,overcast clouds
662,Sikandarabad,IN,28.45,77.7,48.42,62,71,2.95,broken clouds
663,Hermiston,US,45.8404,-119.2895,35.82,88,100,0.0,overcast clouds
664,Honiara,SB,-9.4333,159.95,89.04,64,54,8.9,broken clouds
665,Atambua,ID,-9.1061,124.8925,81.12,74,100,5.26,overcast clouds
666,Kirundo,BI,-2.5833,30.1667,61.57,92,100,2.66,overcast clouds
667,Olga,RU,43.7444,135.2892,14.59,46,2,16.96,clear sky
668,Kilindoni,TZ,-7.9139,39.6668,80.78,80,100,11.34,overcast clouds
669,Lokosovo,RU,61.1333,74.8167,24.21,91,99,18.19,overcast clouds
670,Takoradi,GH,4.8845,-1.7554,78.49,82,36,5.12,scattered clouds
671,Progreso,MX,21.2833,-89.6667,65.1,57,87,9.51,overcast clouds
672,Buzmeyin,TM,38.0507,58.2056,35.33,93,100,4.61,overcast clouds
673,Malibu,US,34.005,-118.8101,68.68,64,100,2.86,overcast clouds
674,Barra Do Bugres,BR,-15.0725,-57.1811,77.83,72,79,4.07,broken clouds
675,Panguna,PG,-6.3164,155.4848,78.06,80,67,0.6,moderate rain
676,Nandrin,BE,50.5067,5.4191,39.07,93,100,8.05,mist
677,Ozernovskiy,RU,51.5,156.5167,26.51,56,100,6.51,overcast clouds
678,Lhokseumawe,ID,5.1801,97.1507,81.63,75,92,4.34,overcast clouds
679,Kirakira,SB,-10.4544,161.9205,87.46,69,74,10.0,broken clouds
680,Tuy Hoa,VN,13.0833,109.3,76.39,80,68,8.21,broken clouds
681,Kamloops,CA,50.6665,-120.3192,39.58,95,75,2.3,broken clouds
682,Bullhead City,US,35.1478,-114.5683,62.02,25,0,13.8,clear sky
683,San Blas,MX,21.5167,-105.2667,70.54,84,100,4.54,overcast clouds
684,Ribeira Do Pombal,BR,-10.8344,-38.5358,71.37,92,9,5.01,clear sky
685,Plettenberg Bay,ZA,-34.0527,23.3716,67.05,87,75,3.06,broken clouds
686,Eirunepe,BR,-6.6603,-69.8736,75.54,88,92,2.68,overcast clouds
687,Loudi,CN,27.7344,111.9944,45.01,94,100,0.34,overcast clouds
688,Sumbe,AO,-11.2061,13.8437,74.55,82,96,3.36,overcast clouds
689,Nenjiang,CN,49.1833,125.2167,-2.78,79,86,8.7,overcast clouds
690,Aleksandrov Gay,RU,50.147,48.5704,6.21,97,28,7.61,scattered clouds
691,Nioro,GM,13.35,-15.75,74.91,63,84,5.53,broken clouds
